CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
628,France,Male,69,5,0.0,2,Yes,Yes,181964.6,Not Churned
598,Germany,Male,53,10,167772.96,1,Yes,Yes,136886.86,Not Churned
657,France,Female,37,6,95845.6,1,Yes,No,122218.23,Not Churned
618,France,Female,35,10,0.0,2,Yes,No,180439.75,Not Churned
681,Spain,Male,65,7,134714.7,2,No,Yes,190419.81,Not Churned
516,Spain,Female,33,3,0.0,2,Yes,Yes,58685.59,Not Churned
421,Germany,Male,28,8,122384.22,3,Yes,Yes,89017.38,Churned
700,France,Female,26,2,0.0,2,No,No,50051.42,Not Churned
745,France,Male,25,5,157993.15,2,Yes,No,146041.45,Not Churned
696,France,Male,29,8,0.0,2,Yes,No,191166.09,Not Churned
580,Germany,Female,42,2,123331.36,1,No,No,103516.08,Churned
497,Spain,Male,27,9,75263.16,1,Yes,Yes,164825.04,Not Churned
720,France,Female,43,6,137824.03,2,Yes,No,172557.77,Not Churned
659,Germany,Male,36,4,132578.92,2,Yes,No,84320.94,Not Churned
841,France,Female,36,5,156021.31,1,No,No,122662.98,Not Churned
642,Spain,Male,34,8,0.0,1,Yes,No,72085.1,Not Churned
732,Spain,Female,69,9,137453.43,1,No,Yes,110932.24,Churned
600,Spain,Male,36,4,0.0,2,Yes,No,143635.36,Not Churned
464,Germany,Male,33,8,164284.72,2,Yes,Yes,3710.34,Not Churned
680,France,Female,47,5,0.0,2,Yes,Yes,179843.33,Not Churned
758,Spain,Male,56,1,0.0,2,Yes,Yes,10643.38,Not Churned
630,Germany,Female,31,2,112373.49,2,Yes,Yes,131167.98,Not Churned
577,France,Female,39,10,0.0,2,Yes,No,10553.31,Not Churned
684,France,Female,34,6,0.0,2,Yes,Yes,130928.22,Not Churned
708,Spain,Female,41,5,0.0,1,No,Yes,157003.99,Not Churned
732,Germany,Female,29,1,154333.82,1,Yes,Yes,138527.56,Not Churned
634,Germany,Male,37,3,111432.77,2,Yes,Yes,167032.49,Not Churned
633,France,Female,30,6,0.0,2,No,No,41642.29,Not Churned
559,France,Male,34,2,137390.11,2,Yes,No,9677.0,Not Churned
694,Spain,Female,37,3,0.0,2,Yes,Yes,147012.22,Not Churned
686,Germany,Female,56,5,111642.08,1,Yes,Yes,80553.87,Not Churned
553,Spain,Female,48,3,0.0,1,No,Yes,30730.95,Churned
507,France,Male,36,4,83543.37,1,No,No,140134.43,Not Churned
732,Germany,Male,50,6,145338.76,1,No,No,91936.1,Churned
818,France,Female,31,1,186796.37,1,No,No,178252.63,Not Churned
660,Germany,Male,35,8,58641.43,1,No,Yes,198674.08,Not Churned
773,Spain,Female,41,5,0.0,1,Yes,No,28266.9,Churned
640,France,Male,44,3,137148.68,1,Yes,No,92381.01,Not Churned
505,France,Male,49,7,80001.23,1,No,No,135180.11,Not Churned
714,Germany,Male,21,6,86402.52,2,No,No,27330.59,Not Churned
468,France,Female,42,5,0.0,2,Yes,No,125305.34,Not Churned
611,Spain,Male,51,1,122874.74,1,Yes,Yes,149648.45,Not Churned
705,France,Male,25,0,97544.29,1,No,Yes,59887.15,Not Churned
646,Germany,Male,46,1,170826.55,2,Yes,No,45041.32,Not Churned
667,Germany,Female,48,1,97133.92,2,No,No,113316.77,Churned
511,Germany,Female,41,8,153895.65,1,Yes,Yes,39087.42,Not Churned
653,France,Female,43,6,0.0,2,Yes,Yes,7330.59,Not Churned
675,France,Female,57,8,0.0,2,No,Yes,95463.29,Not Churned
523,Spain,Male,32,4,0.0,2,Yes,No,167848.02,Not Churned
567,Germany,Female,49,5,134956.02,1,Yes,No,93953.84,Churned
741,Spain,Male,39,7,143637.58,2,No,Yes,174227.66,Not Churned
456,Spain,Male,32,9,147506.25,1,Yes,Yes,135399.21,Not Churned
598,France,Male,64,1,0.0,2,Yes,No,195635.3,Churned
667,France,Male,43,8,190227.46,1,Yes,No,97508.04,Churned
548,France,Female,32,2,172448.77,1,Yes,No,188083.77,Churned
725,France,Male,41,7,113980.21,1,Yes,Yes,116704.25,Not Churned
717,France,Male,53,6,0.0,2,No,Yes,97614.87,Not Churned
594,France,Male,38,4,0.0,2,No,No,186884.04,Not Churned
678,Germany,Female,25,10,76968.12,2,No,Yes,131501.72,Not Churned
545,France,Male,38,1,88293.13,2,Yes,Yes,24302.95,Not Churned
636,France,Female,48,1,170833.46,1,Yes,No,110510.28,Churned
603,Germany,Male,44,6,108122.39,2,Yes,No,108488.33,Churned
435,France,Male,36,4,0.0,1,Yes,Yes,197015.2,Not Churned
535,France,Female,40,8,0.0,1,Yes,Yes,27689.77,Not Churned
629,Germany,Female,45,7,129818.39,3,Yes,No,9217.55,Churned
722,France,Female,35,2,163943.89,2,Yes,Yes,15068.18,Not Churned
561,France,Male,28,7,0.0,2,Yes,No,7797.01,Not Churned
645,France,Female,38,5,101430.3,2,No,Yes,4400.32,Not Churned
501,France,Female,39,9,117301.66,1,No,No,182025.95,Not Churned
502,Germany,Female,32,1,173340.83,1,No,Yes,122763.95,Not Churned
652,Spain,Female,42,4,0.0,2,Yes,Yes,38152.01,Not Churned
574,France,Female,33,3,134348.57,1,Yes,No,63163.99,Not Churned
518,France,Female,45,9,105525.65,2,Yes,Yes,73418.29,Not Churned
749,France,Female,60,6,0.0,1,Yes,No,17978.68,Churned
679,France,Female,43,4,0.0,3,Yes,No,115136.51,Churned
565,France,Male,36,6,106192.1,1,Yes,No,149575.59,Not Churned
643,France,Female,45,4,45144.43,1,Yes,No,60917.24,Churned
515,France,Male,65,7,92113.61,1,Yes,Yes,142548.33,Not Churned
521,France,Male,25,7,0.0,2,Yes,Yes,157878.67,Not Churned
739,Spain,Male,38,0,128366.44,1,Yes,No,12796.43,Not Churned
585,France,Male,42,2,0.0,2,Yes,Yes,18657.77,Not Churned
733,Germany,Male,74,3,106545.53,1,Yes,Yes,134589.58,Not Churned
542,France,Female,43,8,145618.37,1,No,Yes,10350.74,Not Churned
788,Spain,Male,37,8,141541.25,1,No,No,66013.27,Not Churned
435,Germany,Male,32,2,57017.06,2,Yes,Yes,5907.11,Not Churned
577,France,Male,42,9,0.0,1,Yes,No,74077.91,Not Churned
703,France,Female,51,3,0.0,3,Yes,Yes,77294.56,Churned
728,Germany,Female,35,8,125884.95,2,Yes,No,54359.02,Churned
728,Germany,Male,32,5,61825.5,1,Yes,Yes,156124.93,Not Churned
718,France,Male,35,8,0.0,2,Yes,No,94820.85,Not Churned
621,France,Female,40,6,0.0,1,Yes,No,155155.25,Not Churned
523,France,Female,40,2,102967.41,1,Yes,No,128702.1,Churned
657,Germany,Male,25,2,171770.55,1,Yes,No,22745.5,Not Churned
727,Germany,Male,40,1,93051.64,2,Yes,No,71865.31,Churned
643,France,Male,36,7,161064.64,2,No,Yes,84294.82,Not Churned
645,France,Female,48,7,90612.34,1,Yes,Yes,149139.13,Not Churned
568,France,Male,28,5,145105.64,2,Yes,No,185489.11,Not Churned
599,France,Male,58,4,0.0,1,No,No,176407.15,Churned
672,France,Female,45,9,0.0,1,Yes,Yes,92027.69,Churned
685,France,Male,33,6,174912.72,1,Yes,Yes,43932.54,Not Churned
516,France,Female,46,1,104947.72,1,Yes,No,115789.25,Churned
685,Spain,Male,31,10,135213.71,1,Yes,Yes,125777.28,Not Churned
806,Spain,Male,25,7,0.0,2,Yes,No,18461.9,Not Churned
604,France,Male,36,6,116229.85,2,Yes,Yes,79633.38,Not Churned
648,Spain,Female,53,6,111201.41,1,Yes,Yes,121542.29,Not Churned
545,Spain,Female,32,4,0.0,1,Yes,No,94739.2,Not Churned
756,Germany,Male,27,1,131899.0,1,Yes,No,93302.29,Not Churned
569,France,Male,35,10,124525.52,1,Yes,Yes,193793.78,Not Churned
596,France,Male,47,6,0.0,1,Yes,No,74835.65,Not Churned
475,France,Male,39,6,0.0,1,Yes,Yes,56999.9,Churned
646,France,Female,45,3,47134.75,1,Yes,Yes,57236.44,Not Churned
784,Spain,Male,35,3,0.0,2,No,No,81483.64,Not Churned
552,Spain,Male,45,9,0.0,2,Yes,No,26752.56,Not Churned
729,France,Male,44,5,0.0,2,No,Yes,9200.54,Not Churned
609,Spain,Male,61,1,0.0,1,Yes,No,22447.85,Churned
555,France,Male,51,5,0.0,3,Yes,No,189122.89,Churned
572,Germany,Female,19,1,138657.08,1,Yes,Yes,16161.82,Not Churned
785,France,Female,34,9,70302.48,1,Yes,Yes,68600.36,Not Churned
714,Germany,Female,36,1,101609.01,2,Yes,Yes,447.73,Not Churned
738,Spain,Male,35,3,0.0,1,Yes,Yes,15650.73,Not Churned
639,Germany,Male,38,5,130170.82,1,Yes,Yes,149599.62,Not Churned
520,Germany,Male,61,8,133802.29,2,Yes,Yes,90304.01,Not Churned
764,France,Female,24,7,106234.02,1,No,No,115676.38,Not Churned
661,Spain,Male,39,6,132628.98,1,No,No,38812.67,Not Churned
564,Germany,Male,41,9,103522.75,2,Yes,Yes,34338.21,Not Churned
708,Germany,Female,42,8,192390.52,2,Yes,No,823.36,Not Churned
512,Spain,Male,36,1,0.0,1,No,Yes,135482.26,Churned
592,Spain,Male,37,9,0.0,3,Yes,Yes,10656.89,Not Churned
619,France,Female,38,3,0.0,2,No,Yes,116467.35,Not Churned
775,France,Male,52,8,109922.61,1,Yes,Yes,96823.32,Churned
850,Germany,Female,44,5,128605.32,1,No,Yes,171096.2,Not Churned
577,France,Female,37,4,0.0,1,Yes,Yes,79881.39,Not Churned
724,France,Female,37,10,68598.56,1,Yes,No,157862.82,Not Churned
710,Spain,Male,35,1,106518.52,1,Yes,Yes,127951.81,Not Churned
696,France,Female,31,8,0.0,2,No,No,191074.11,Not Churned
376,France,Female,46,6,0.0,1,Yes,No,157333.69,Churned
675,Germany,Female,29,8,121326.42,1,Yes,No,133457.52,Not Churned
745,France,Male,36,8,67226.37,1,Yes,No,130789.6,Not Churned
697,Spain,Female,25,5,82931.85,2,Yes,Yes,128373.88,Not Churned
599,Spain,Female,39,4,0.0,1,Yes,No,194273.2,Churned
715,France,Female,38,5,118590.41,1,Yes,Yes,5684.17,Churned
659,France,Male,67,4,145981.87,1,Yes,Yes,131043.2,Not Churned
684,France,Female,48,3,73309.38,1,No,No,21228.34,Churned
635,France,Female,48,8,130796.33,2,Yes,Yes,43250.3,Not Churned
789,Germany,Male,33,8,151607.56,1,Yes,No,4389.4,Not Churned
571,Germany,Female,66,9,111577.01,1,No,Yes,189271.9,Not Churned
694,Spain,Male,39,0,107042.74,1,Yes,Yes,102284.2,Not Churned
665,Spain,Female,42,2,156371.61,2,No,Yes,156774.94,Churned
706,France,Female,44,4,129605.99,1,No,No,69865.49,Not Churned
807,Spain,Female,43,0,0.0,2,No,Yes,85523.24,Not Churned
771,Spain,Female,67,8,0.0,2,Yes,Yes,51219.8,Not Churned
531,Spain,Male,27,8,132576.25,1,No,No,7222.92,Not Churned
629,France,Female,37,6,129101.3,1,Yes,Yes,23971.33,Not Churned
850,Germany,Female,31,1,108822.4,1,Yes,Yes,132173.31,Not Churned
685,Spain,Male,35,4,137948.51,1,Yes,No,113639.64,Not Churned
642,Spain,Male,32,7,100433.8,1,Yes,Yes,39768.59,Not Churned
529,Spain,Male,63,4,96134.11,3,Yes,No,108732.96,Churned
683,Germany,Female,43,4,115888.04,1,Yes,Yes,117349.19,Churned
663,France,Female,42,5,124626.07,1,Yes,Yes,78004.5,Not Churned
563,France,Female,34,6,139810.34,1,Yes,Yes,152417.79,Not Churned
637,Spain,Female,34,9,0.0,2,No,No,26057.08,Not Churned
544,France,Male,37,3,84496.71,1,No,No,79972.09,Not Churned
649,Germany,Male,70,9,116854.71,2,No,Yes,107125.79,Not Churned
638,France,Female,48,10,138333.03,1,Yes,Yes,47679.14,Not Churned
723,France,Male,25,3,0.0,2,Yes,Yes,134509.47,Not Churned
635,Germany,Male,43,5,78992.75,2,No,No,153265.31,Not Churned
750,Spain,Female,38,7,97257.41,2,No,Yes,179883.04,Not Churned
730,France,Male,34,5,122453.37,2,Yes,No,138882.98,Not Churned
750,Spain,Female,36,8,112940.07,1,No,Yes,9855.81,Not Churned
586,France,Female,43,8,132558.26,1,Yes,No,67046.83,Churned
520,France,Female,38,4,0.0,2,Yes,No,56388.63,Not Churned
652,France,Female,48,8,133297.24,1,Yes,No,77764.37,Not Churned
550,France,Female,46,7,0.0,2,Yes,No,130590.35,Not Churned
594,France,Male,27,0,197041.8,1,No,No,151912.49,Not Churned
749,Germany,Female,44,0,71497.79,2,No,No,151083.8,Not Churned
668,France,Male,32,7,0.0,2,Yes,Yes,777.37,Not Churned
614,Germany,Female,35,6,128100.28,1,No,No,69454.24,Churned
773,France,Male,25,1,124532.78,2,No,Yes,11723.57,Not Churned
551,Germany,Male,31,9,82293.82,2,Yes,Yes,91565.25,Not Churned
566,France,Male,36,1,142120.91,1,Yes,No,79616.37,Not Churned
569,Spain,Male,34,0,151839.26,1,Yes,No,102299.81,Churned
659,Spain,Male,31,7,149620.88,2,Yes,Yes,104533.51,Not Churned
722,France,Female,49,3,168197.66,1,Yes,No,140765.57,Churned
655,France,Male,37,5,93147.0,2,Yes,No,66214.13,Not Churned
615,France,Female,35,2,97440.02,2,Yes,Yes,139816.1,Not Churned
752,Germany,Female,42,3,65046.08,2,No,Yes,140139.28,Not Churned
661,Spain,Female,28,7,95357.49,1,No,No,102297.15,Not Churned
838,Spain,Male,43,9,123105.88,2,Yes,No,145765.83,Not Churned
610,Spain,Male,29,9,0.0,3,No,Yes,83912.24,Not Churned
811,Spain,Male,44,3,0.0,2,No,Yes,78439.73,Not Churned
587,Spain,Male,62,7,121286.27,1,No,Yes,6776.92,Not Churned
811,Germany,Female,28,4,167738.82,2,Yes,Yes,9903.42,Not Churned
759,France,Female,38,1,104091.29,1,No,No,91561.91,Not Churned
648,Germany,Female,42,8,121980.56,2,Yes,No,4027.02,Not Churned
788,France,Female,43,10,0.0,2,Yes,Yes,116111.51,Not Churned
725,Germany,Male,39,1,50880.98,2,Yes,Yes,184023.54,Not Churned
646,France,Female,42,3,175159.9,2,No,No,67124.48,Churned
601,Germany,Female,26,7,105514.69,2,Yes,No,50070.59,Not Churned
521,Germany,Male,52,5,116497.31,3,No,No,53793.1,Churned
561,Spain,Female,33,6,0.0,2,Yes,No,45261.47,Not Churned
564,France,Male,42,7,99824.45,1,Yes,Yes,36721.4,Not Churned
444,France,Male,45,6,0.0,1,Yes,No,130009.85,Churned
650,Spain,Male,71,0,0.0,1,Yes,Yes,175380.77,Not Churned
724,France,Male,40,10,0.0,1,Yes,No,127847.25,Churned
719,Spain,Male,35,3,122964.88,1,Yes,Yes,138231.7,Not Churned
548,France,Female,29,4,0.0,2,No,Yes,48673.18,Not Churned
635,Spain,Male,24,4,0.0,2,Yes,Yes,70668.77,Not Churned
496,Spain,Female,43,3,0.0,2,No,Yes,199505.53,Not Churned
676,France,Female,37,5,89634.69,1,Yes,Yes,169583.18,Churned
541,Germany,Male,40,7,95710.11,2,Yes,No,49063.42,Not Churned
778,Germany,Male,41,7,139706.31,1,Yes,No,63337.19,Not Churned
850,Germany,Female,45,5,103909.86,1,Yes,No,60083.11,Churned
633,France,Male,31,1,0.0,1,Yes,No,48606.71,Not Churned
625,France,Male,49,6,173434.9,1,Yes,No,165580.93,Churned
485,Spain,Male,32,6,102238.01,2,Yes,Yes,194010.12,Not Churned
547,France,Female,48,1,179380.74,2,No,Yes,69263.1,Not Churned
642,France,Male,32,3,0.0,2,Yes,Yes,88698.83,Not Churned
718,France,Female,25,4,108691.95,1,Yes,No,63030.97,Not Churned
582,France,Female,32,4,0.0,2,Yes,No,59668.81,Not Churned
628,France,Male,33,6,0.0,2,No,No,184230.23,Not Churned
737,Germany,Male,35,0,133377.8,1,No,Yes,64050.19,Not Churned
828,Spain,Male,34,9,0.0,2,Yes,Yes,81853.98,Not Churned
609,Spain,Male,53,10,0.0,1,Yes,Yes,154642.91,Not Churned
730,France,Male,39,1,116537.6,1,No,No,145679.6,Not Churned
631,France,Female,22,3,0.0,2,No,No,30781.77,Not Churned
830,Spain,Male,40,4,0.0,2,No,Yes,81622.52,Not Churned
645,France,Male,29,1,130131.08,2,No,Yes,196474.35,Not Churned
663,France,Male,46,3,0.0,2,No,Yes,176276.1,Not Churned
678,Spain,Male,30,0,0.0,1,Yes,No,35113.08,Not Churned
521,France,Male,30,2,107316.09,1,Yes,No,64299.82,Not Churned
625,France,Female,24,1,0.0,2,Yes,Yes,180969.55,Not Churned
523,France,Male,30,1,83181.29,1,Yes,Yes,138176.78,Not Churned
714,France,Female,72,3,0.0,1,Yes,Yes,86733.61,Not Churned
580,Spain,Male,67,3,153946.14,1,Yes,Yes,7418.92,Not Churned
722,France,Male,30,5,0.0,2,Yes,No,166376.54,Not Churned
630,Spain,Female,39,7,135483.17,1,Yes,No,140881.2,Churned
579,France,Male,35,1,0.0,2,Yes,No,4460.2,Not Churned
670,France,Female,38,4,119624.54,2,Yes,Yes,110472.12,Not Churned
588,Spain,Male,34,6,121132.26,2,Yes,No,86460.28,Not Churned
807,Spain,Female,42,1,0.0,1,Yes,No,16500.66,Churned
726,France,Female,48,4,0.0,1,Yes,No,114020.06,Churned
812,Germany,Male,25,5,54817.55,1,Yes,No,131660.31,Not Churned
631,Germany,Male,40,3,107949.45,1,Yes,No,52449.62,Churned
682,France,Male,30,4,0.0,1,No,Yes,161465.31,Not Churned
625,Spain,Female,49,2,80816.45,1,Yes,Yes,20018.79,Not Churned
607,Germany,Male,38,3,98205.77,1,Yes,No,176318.27,Not Churned
600,Spain,Female,50,6,94684.27,1,Yes,Yes,50488.91,Not Churned
602,Spain,Female,22,7,141604.76,1,Yes,No,30379.6,Not Churned
545,Spain,Female,74,3,0.0,2,Yes,Yes,161326.73,Not Churned
675,Spain,Male,33,3,0.0,2,Yes,No,45348.08,Not Churned
581,France,Female,47,1,122949.14,1,No,No,180251.68,Churned
640,Germany,Male,33,8,81677.22,2,No,No,34925.56,Not Churned
850,France,Male,38,7,80293.98,1,No,No,126555.74,Not Churned
490,Spain,Female,48,8,155413.06,1,Yes,No,187921.3,Not Churned
710,Spain,Female,38,4,0.0,2,Yes,Yes,136390.88,Not Churned
613,Germany,Male,38,9,67111.65,1,Yes,No,78566.64,Churned
812,France,Male,34,5,103818.43,1,Yes,Yes,166038.27,Not Churned
723,France,Female,20,4,0.0,2,Yes,Yes,140385.33,Not Churned
512,France,Male,36,4,152169.12,2,No,No,38629.3,Churned
731,France,Female,52,10,0.0,1,Yes,Yes,24998.75,Churned
650,Germany,Male,26,4,214346.96,2,Yes,No,128815.33,Not Churned
594,France,Male,57,6,0.0,1,Yes,No,19376.56,Churned
844,France,Male,40,7,113348.14,1,Yes,No,31904.31,Churned
686,Germany,Female,47,5,170935.94,1,Yes,No,173179.79,Churned
695,Germany,Male,52,8,103023.26,1,Yes,Yes,22485.64,Not Churned
624,Spain,Female,23,6,0.0,2,No,Yes,196668.51,Not Churned
503,Spain,Male,37,6,0.0,2,No,No,136506.86,Not Churned
535,France,Female,31,7,111855.04,2,Yes,Yes,36278.89,Not Churned
743,Germany,Female,32,6,140348.56,2,Yes,Yes,163254.39,Not Churned
702,Spain,Male,39,8,0.0,2,Yes,No,99654.13,Not Churned
658,France,Male,29,3,145512.84,1,Yes,No,20207.02,Not Churned
677,Germany,Female,41,8,146720.98,2,Yes,Yes,4195.84,Not Churned
664,France,Male,32,10,107209.73,1,Yes,Yes,112340.2,Not Churned
766,Germany,Female,38,7,130933.74,1,No,Yes,2035.94,Not Churned
461,Spain,Female,35,8,0.0,1,Yes,No,132295.95,Not Churned
688,Spain,Male,36,0,89772.3,1,Yes,No,177383.68,Churned
678,France,Female,32,5,0.0,2,Yes,No,90284.47,Not Churned
796,France,Male,24,8,0.0,2,Yes,No,61349.37,Not Churned
803,France,Male,42,5,0.0,1,Yes,No,196466.83,Churned
712,France,Male,36,2,100749.5,3,No,No,70758.37,Churned
498,France,Female,31,10,0.0,2,Yes,No,13892.57,Not Churned
850,Spain,Male,22,2,0.0,2,Yes,Yes,9684.52,Not Churned
628,France,Female,51,3,123981.31,2,Yes,Yes,40546.15,Not Churned
539,Germany,Female,34,4,91622.42,1,Yes,Yes,136603.42,Not Churned
732,France,Male,36,7,126195.81,1,Yes,Yes,133172.48,Not Churned
715,France,Male,41,4,94267.9,1,No,Yes,152821.12,Churned
651,France,Male,40,4,0.0,2,Yes,Yes,147715.83,Not Churned
813,France,Male,34,0,0.0,2,Yes,No,43169.15,Not Churned
692,France,Male,29,4,0.0,1,Yes,No,76755.99,Churned
756,Germany,Female,39,3,100717.85,3,Yes,Yes,73406.04,Churned
543,France,Male,36,6,0.0,2,Yes,No,176728.28,Not Churned
790,France,Female,26,4,141581.71,2,No,No,98309.27,Not Churned
494,Spain,Male,38,7,0.0,2,Yes,Yes,6203.66,Not Churned
850,France,Female,39,2,148586.64,1,Yes,Yes,176791.27,Not Churned
703,Spain,Male,29,9,0.0,2,Yes,No,50679.48,Not Churned
432,Spain,Male,38,7,0.0,2,Yes,No,150580.88,Not Churned
512,Germany,Female,32,2,123403.85,2,Yes,No,80120.19,Not Churned
589,France,Male,28,7,0.0,2,Yes,No,151645.96,Not Churned
514,France,Female,46,3,106511.85,1,Yes,No,55072.32,Not Churned
678,France,Female,38,2,0.0,2,No,No,115068.99,Not Churned
420,Germany,Female,34,1,135549.9,1,No,No,149471.13,Churned
679,Germany,Male,38,7,110555.37,2,Yes,No,46522.68,Not Churned
595,France,Male,31,4,0.0,2,Yes,No,189995.86,Not Churned
713,France,Female,52,0,185891.54,1,Yes,Yes,46369.57,Churned
833,Germany,Male,59,1,130854.59,1,Yes,Yes,30722.52,Churned
690,France,Female,42,3,92578.14,2,No,No,70810.6,Not Churned
731,Germany,Female,21,8,132312.06,1,Yes,No,106663.46,Churned
608,France,Female,62,8,144976.5,1,No,No,175836.03,Churned
479,Spain,Male,48,5,87070.23,1,No,Yes,85646.41,Not Churned
519,France,Male,42,8,0.0,2,Yes,Yes,101485.72,Not Churned
731,France,Female,47,1,115414.19,3,No,No,191734.67,Churned
617,Spain,Male,61,7,91070.43,1,Yes,Yes,101839.77,Not Churned
756,Spain,Male,29,2,117412.19,2,Yes,No,4888.91,Not Churned
848,Germany,Male,31,4,90018.45,2,Yes,No,193132.98,Not Churned
809,France,Female,24,4,0.0,2,Yes,No,193518.76,Not Churned
698,Germany,Male,56,1,112414.81,2,No,No,93982.02,Churned
779,Germany,Male,33,1,158456.76,1,Yes,Yes,197000.92,Churned
606,Spain,Male,35,7,0.0,1,Yes,No,106837.06,Churned
612,Germany,Female,58,1,149641.53,1,Yes,Yes,115161.28,Not Churned
663,Spain,Female,33,8,122528.18,1,Yes,No,196260.3,Not Churned
549,Germany,Female,45,3,143734.01,2,Yes,Yes,96404.38,Not Churned
675,France,Female,32,2,155663.31,1,Yes,No,97658.66,Not Churned
669,France,Female,35,7,0.0,1,Yes,Yes,49108.23,Churned
571,Germany,Female,34,1,101736.66,1,No,Yes,195651.66,Not Churned
500,Spain,Male,37,9,125822.21,1,Yes,No,111698.0,Not Churned
628,France,Male,37,0,0.0,2,Yes,Yes,171707.93,Not Churned
559,France,Male,34,4,0.0,2,Yes,Yes,66721.98,Not Churned
769,France,Female,27,2,0.0,1,Yes,Yes,57876.05,Not Churned
733,Germany,Male,31,6,157791.07,2,No,No,177994.81,Not Churned
750,France,Male,22,5,0.0,2,No,Yes,105125.65,Not Churned
583,France,Female,42,4,0.0,2,Yes,No,17439.66,Not Churned
468,Germany,Male,42,9,181627.14,2,Yes,No,172668.39,Not Churned
727,Spain,Female,57,1,109679.72,1,No,Yes,753.37,Not Churned
618,France,Female,37,5,96652.86,1,Yes,No,98686.4,Churned
617,France,Male,40,5,190008.32,2,Yes,Yes,107047.92,Not Churned
793,Spain,Male,41,9,0.0,2,Yes,No,152153.74,Not Churned
630,France,Male,43,9,0.0,2,Yes,Yes,34338.04,Not Churned
765,Germany,Male,43,4,148962.76,1,No,Yes,173878.87,Churned
546,France,Male,28,8,0.0,1,Yes,No,159254.29,Not Churned
614,Germany,Female,30,3,131344.52,2,Yes,No,54776.64,Not Churned
593,Germany,Female,29,5,101713.84,3,Yes,No,134594.99,Not Churned
613,Spain,Male,34,3,0.0,1,Yes,Yes,41724.72,Not Churned
655,France,Male,38,4,0.0,2,No,No,110527.71,Not Churned
700,France,Female,27,6,137963.07,1,No,No,8996.79,Not Churned
826,Spain,Female,29,4,129938.07,1,No,Yes,190200.53,Not Churned
652,Germany,Male,45,2,151421.44,1,No,Yes,115333.43,Not Churned
755,Germany,Female,45,7,135643.0,1,No,No,143619.52,Churned
538,Spain,Male,39,2,122773.5,2,Yes,Yes,58467.08,Not Churned
729,France,Male,34,3,152303.8,1,Yes,No,12128.69,Not Churned
615,France,Male,49,3,0.0,2,Yes,Yes,49872.33,Not Churned
700,Spain,Male,54,1,79415.67,1,No,Yes,139735.54,Not Churned
434,Germany,Female,58,9,125801.03,2,Yes,No,60891.8,Churned
729,Spain,Male,37,10,0.0,2,Yes,No,100862.54,Not Churned
513,France,Male,35,8,0.0,1,Yes,No,76640.29,Churned
755,France,Male,41,6,104817.41,1,Yes,No,126013.58,Churned
615,France,Female,30,9,0.0,1,Yes,No,87347.82,Not Churned
747,Germany,Female,32,5,67495.04,2,No,Yes,77370.37,Not Churned
850,France,Female,36,0,164850.54,1,Yes,Yes,62722.44,Not Churned
712,Germany,Female,49,5,154776.42,2,No,No,196257.68,Not Churned
622,Germany,Female,28,1,143124.63,2,Yes,No,81723.8,Not Churned
548,France,Female,35,10,0.0,1,Yes,Yes,31299.71,Not Churned
607,France,Female,27,2,0.0,2,Yes,No,63495.86,Not Churned
653,France,Female,38,8,102133.38,1,Yes,Yes,166520.96,Not Churned
699,Spain,Male,26,6,79932.41,1,No,No,150242.44,Not Churned
693,Germany,Male,40,0,120711.73,1,No,No,27345.18,Churned
647,Germany,Female,43,3,122717.53,2,Yes,Yes,87000.39,Not Churned
478,Spain,Female,36,3,92363.3,2,Yes,No,44912.7,Not Churned
705,Spain,Female,40,5,203715.15,1,Yes,No,179978.68,Churned
719,Spain,Male,39,5,0.0,2,Yes,No,145759.7,Not Churned
726,France,Male,34,9,0.0,2,No,No,14121.61,Not Churned
626,France,Male,21,1,0.0,2,Yes,No,66232.23,Not Churned
552,France,Male,49,4,0.0,1,Yes,Yes,190296.76,Churned
807,Germany,Female,31,1,93460.47,2,No,No,172782.69,Not Churned
621,France,Male,34,6,0.0,2,Yes,Yes,99128.13,Not Churned
651,Germany,Female,24,7,40224.7,1,Yes,Yes,178341.33,Not Churned
673,France,Female,43,5,168069.73,1,Yes,Yes,146992.24,Churned
652,France,Male,36,1,0.0,2,Yes,Yes,151314.98,Not Churned
584,Germany,Male,47,7,130538.77,1,Yes,No,92915.84,Not Churned
756,France,Male,37,3,132623.6,1,Yes,Yes,58974.0,Not Churned
670,France,Female,35,3,103465.02,2,Yes,Yes,174627.06,Not Churned
765,France,Female,50,9,126547.8,1,Yes,Yes,79579.94,Churned
528,France,Male,30,2,128262.72,2,Yes,No,50771.16,Not Churned
701,France,Male,40,5,169742.64,1,Yes,Yes,153537.55,Churned
797,France,Female,29,1,0.0,2,Yes,Yes,132975.39,Not Churned
639,Germany,Male,27,3,150795.81,1,No,Yes,85208.93,Not Churned
785,Spain,Female,61,4,129855.72,2,Yes,No,170214.82,Churned
363,Spain,Female,28,6,146098.43,3,Yes,No,100615.14,Churned
764,France,Female,24,7,0.0,2,Yes,No,186105.99,Not Churned
676,France,Female,43,2,0.0,1,Yes,Yes,55119.53,Not Churned
718,Germany,Male,28,4,65643.3,1,Yes,No,28760.99,Not Churned
590,Spain,Female,34,6,0.0,2,Yes,No,171021.44,Not Churned
